[20Apr2025 02:17:05.102] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher running: args [--launchTarget, forgeserver, --fml.forgeVersion, 47.3.7, --fml.mcVersion, 1.20.1, --fml.forgeGroup, net.minecraftforge, --fml.mcpVersion, 20230612.114412, nogui]
[20Apr2025 02:17:05.106] [main/INFO] [cpw.mods.modlauncher.Launcher/MODLAUNCHER]: ModLauncher 10.0.9+10.0.9+main.dcd20f30 starting: java version 17.0.14 by Ubuntu; OS Linux arch amd64 version 6.8.0-1021-azure
[20Apr2025 02:17:05.492] [main/INFO] [net.minecraftforge.fml.loading.ImmediateWindowHandler/]: ImmediateWindowProvider not loading because launch target is forgeserver
[20Apr2025 02:17:05.544] [main/INFO] [mixin/]: SpongePowered MIXIN Subsystem Version=0.8.5 Source=union:/workspaces/Serversitoxd/servidor_minecraft/libraries/org/spongepowered/mixin/0.8.5/mixin-0.8.5.jar%2365!/ Service=ModLauncher Env=SERVER
[20Apr2025 02:17:05.830] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/fmlcore/1.20.1-47.3.7/fmlcore-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.832] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/javafmllanguage/1.20.1-47.3.7/javafmllanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.833] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/lowcodelanguage/1.20.1-47.3.7/lowcodelanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:05.834] [main/WARN] [net.minecraftforge.fml.loading.moddiscovery.ModFileParser/LOADING]: Mod file /workspaces/Serversitoxd/servidor_minecraft/libraries/net/minecraftforge/mclanguage/1.20.1-47.3.7/mclanguage-1.20.1-47.3.7.jar is missing mods.toml file
[20Apr2025 02:17:06.011] [main/WARN] [net.minecraftforge.jarjar.selection.JarSelector/]: Attempted to select two dependency jars from JarJar which have the same identification: Mod File:  and Mod File: . Using Mod File: 
[20Apr2025 02:17:06.012] [main/INFO] [net.minecraftforge.fml.loading.moddiscovery.JarInJarDependencyLocator/]: Found 4 dependencies adding them to mods collection
[20Apr2025 02:17:08.083] [main/INFO] [mixin/]: Compatibility level set to JAVA_17
[20Apr2025 02:17:08.187] [main/INFO] [cpw.mods.modlauncher.LaunchServiceHandler/MODLAUNCHER]: Launching target 'forgeserver' with arguments [nogui]
[20Apr2025 02:17:08.360] [main/WARN] [mixin/]: Reference map 'coroutil.refmap.json' for coroutil.mixins.json could not be read. If this is a development environment you can ignore this message
[20Apr2025 02:17:09.798] [main/INFO] [MixinExtras|Service/]: Initializing MixinExtras via com.llamalad7.mixinextras.service.MixinExtrasServiceImpl(version=0.3.5).
[20Apr2025 02:17:16.350] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id architectury:sync_ids
[20Apr2025 02:17:16.353] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/42a7ad70b1cc371599a0eff744096b8a
[20Apr2025 02:17:16.360] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/74a5e841822a3a87854ae896a33430d6
[20Apr2025 02:17:16.365] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/eb3d1e2748533430848cadf0f37c7e9c
[20Apr2025 02:17:16.367] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/91c8520f19f93b3e8b6a727568e194ab
[20Apr2025 02:17:16.370] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/8c2784d778293fd482ed84b8aa5fedb9
[20Apr2025 02:17:16.374] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/ea038224ea783d40b2863f52239e2604
[20Apr2025 02:17:16.375] [modloading-worker-0/INFO] [dev.architectury.networking.forge.NetworkManagerImpl/]: Registering C2S receiver with id artifacts:networking_channel/97ad64b7ecaf33209991c4f031501a58
[20Apr2025 02:17:16.504] [modloading-worker-0/INFO] [coroutil/]: forge loader environment detected
[20Apr2025 02:17:16.949] [modloading-worker-0/INFO] [net.minecraftforge.common.ForgeMod/FORGEMOD]: Forge mod loading, version 47.3.7, for MC 1.20.1 with MCP 20230612.114412
[20Apr2025 02:17:16.950] [modloading-worker-0/INFO] [net.minecraftforge.common.MinecraftForge/FORGE]: MinecraftForge v47.3.7 Initialized
[20Apr2025 02:17:17.141] [modloading-worker-0/INFO] [be.florens.expandability.ExpandAbility/]: ExpandAbility here, who dis?
[20Apr2025 02:17:22.326] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_chestplate Expected: 2405 Got: 2852
[20Apr2025 02:17:22.326] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_leggings Expected: 2406 Got: 2853
[20Apr2025 02:17:22.326] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_fire_boots Expected: 2407 Got: 2854
[20Apr2025 02:17:22.326] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_ingot Expected: 2408 Got: 2855
[20Apr2025 02:17:22.326] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_sword Expected: 2409 Got: 2856
[20Apr2025 02:17:22.326] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_pickaxe Expected: 2410 Got: 2857
[20Apr2025 02:17:22.327] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_axe Expected: 2411 Got: 2858
[20Apr2025 02:17:22.327] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_shovel Expected: 2412 Got: 2859
[20Apr2025 02:17:22.327] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_hoe Expected: 2413 Got: 2860
[20Apr2025 02:17:22.327] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_helmet Expected: 2414 Got: 2861
[20Apr2025 02:17:22.327] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_chestplate Expected: 2415 Got: 2862
[20Apr2025 02:17:22.327] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_leggings Expected: 2416 Got: 2863
[20Apr2025 02:17:22.328] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_ice_boots Expected: 2417 Got: 2864
[20Apr2025 02:17:22.328] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_ingot Expected: 2418 Got: 2865
[20Apr2025 02:17:22.328] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_sword Expected: 2419 Got: 2866
[20Apr2025 02:17:22.328] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_pickaxe Expected: 2420 Got: 2867
[20Apr2025 02:17:22.328] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_axe Expected: 2421 Got: 2868
[20Apr2025 02:17:22.329] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_shovel Expected: 2422 Got: 2869
[20Apr2025 02:17:22.329] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_hoe Expected: 2423 Got: 2870
[20Apr2025 02:17:22.329] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_helmet Expected: 2424 Got: 2871
[20Apr2025 02:17:22.329] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_chestplate Expected: 2425 Got: 2872
[20Apr2025 02:17:22.329] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_leggings Expected: 2426 Got: 2873
[20Apr2025 02:17:22.329] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragonsteel_lightning_boots Expected: 2427 Got: 2874
[20Apr2025 02:17:22.330] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:weezer_blue_album Expected: 2428 Got: 2875
[20Apr2025 02:17:22.330] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dragon_debug_stick Expected: 2429 Got: 2876
[20Apr2025 02:17:22.330] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dread_sword Expected: 2430 Got: 2877
[20Apr2025 02:17:22.330] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dread_knight_sword Expected: 2431 Got: 2878
[20Apr2025 02:17:22.330] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:lich_staff Expected: 2432 Got: 2879
[20Apr2025 02:17:22.331] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dread_queen_sword Expected: 2433 Got: 2880
[20Apr2025 02:17:22.331] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dread_queen_staff Expected: 2434 Got: 2881
[20Apr2025 02:17:22.331] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dread_shard Expected: 2435 Got: 2882
[20Apr2025 02:17:22.331] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:dread_key Expected: 2436 Got: 2883
[20Apr2025 02:17:22.331] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hydra_fang Expected: 2437 Got: 2884
[20Apr2025 02:17:22.332] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hydra_heart Expected: 2438 Got: 2885
[20Apr2025 02:17:22.332] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:hydra_arrow Expected: 2439 Got: 2886
[20Apr2025 02:17:22.332] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:cannoli Expected: 2440 Got: 2887
[20Apr2025 02:17:22.332] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:ectoplasm Expected: 2441 Got: 2888
[20Apr2025 02:17:22.332] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:ghost_ingot Expected: 2442 Got: 2889
[20Apr2025 02:17:22.333] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:ghost_sword Expected: 2443 Got: 2890
[20Apr2025 02:17:22.333] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_fire Expected: 2444 Got: 2891
[20Apr2025 02:17:22.333] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_ice Expected: 2445 Got: 2892
[20Apr2025 02:17:22.333] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_lightning Expected: 2446 Got: 2893
[20Apr2025 02:17:22.333] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_fire_head Expected: 2447 Got: 2894
[20Apr2025 02:17:22.334] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_ice_head Expected: 2448 Got: 2895
[20Apr2025 02:17:22.334] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_lightning_head Expected: 2449 Got: 2896
[20Apr2025 02:17:22.334] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_amphithere Expected: 2450 Got: 2897
[20Apr2025 02:17:22.334] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_bird Expected: 2451 Got: 2898
[20Apr2025 02:17:22.335] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_eye Expected: 2452 Got: 2899
[20Apr2025 02:17:22.335] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_fae Expected: 2453 Got: 2900
[20Apr2025 02:17:22.335] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_feather Expected: 2454 Got: 2901
[20Apr2025 02:17:22.335] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_gorgon Expected: 2455 Got: 2902
[20Apr2025 02:17:22.335] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_hippocampus Expected: 2456 Got: 2903
[20Apr2025 02:17:22.336] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_hippogryph_head Expected: 2457 Got: 2904
[20Apr2025 02:17:22.336] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_mermaid Expected: 2458 Got: 2905
[20Apr2025 02:17:22.336] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_sea_serpent Expected: 2459 Got: 2906
[20Apr2025 02:17:22.336] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_troll Expected: 2460 Got: 2907
[20Apr2025 02:17:22.336] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_weezer Expected: 2461 Got: 2908
[20Apr2025 02:17:22.336] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:banner_pattern_dread Expected: 2462 Got: 2909
[20Apr2025 02:17:22.337] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_red_helmet Expected: 2463 Got: 2910
[20Apr2025 02:17:22.337] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_red_chestplate Expected: 2464 Got: 2911
[20Apr2025 02:17:22.337] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_red_leggings Expected: 2465 Got: 2912
[20Apr2025 02:17:22.337] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_red_boots Expected: 2466 Got: 2913
[20Apr2025 02:17:22.337] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_bronze_helmet Expected: 2467 Got: 2914
[20Apr2025 02:17:22.337] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_bronze_chestplate Expected: 2468 Got: 2915
[20Apr2025 02:17:22.338] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_bronze_leggings Expected: 2469 Got: 2916
[20Apr2025 02:17:22.338] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_bronze_boots Expected: 2470 Got: 2917
[20Apr2025 02:17:22.338] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_green_helmet Expected: 2471 Got: 2918
[20Apr2025 02:17:22.338] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_green_chestplate Expected: 2472 Got: 2919
[20Apr2025 02:17:22.338] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_green_leggings Expected: 2473 Got: 2920
[20Apr2025 02:17:22.338] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_green_boots Expected: 2474 Got: 2921
[20Apr2025 02:17:22.339] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_gray_helmet Expected: 2475 Got: 2922
[20Apr2025 02:17:22.339] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_gray_chestplate Expected: 2476 Got: 2923
[20Apr2025 02:17:22.339] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_gray_leggings Expected: 2477 Got: 2924
[20Apr2025 02:17:22.339] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_gray_boots Expected: 2478 Got: 2925
[20Apr2025 02:17:22.339] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_blue_helmet Expected: 2479 Got: 2926
[20Apr2025 02:17:22.339] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_blue_chestplate Expected: 2480 Got: 2927
[20Apr2025 02:17:22.339] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_blue_leggings Expected: 2481 Got: 2928
[20Apr2025 02:17:22.340] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_blue_boots Expected: 2482 Got: 2929
[20Apr2025 02:17:22.340] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_white_helmet Expected: 2483 Got: 2930
[20Apr2025 02:17:22.340] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_white_chestplate Expected: 2484 Got: 2931
[20Apr2025 02:17:22.340] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_white_leggings Expected: 2485 Got: 2932
[20Apr2025 02:17:22.340] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_white_boots Expected: 2486 Got: 2933
[20Apr2025 02:17:22.341] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_sapphire_helmet Expected: 2487 Got: 2934
[20Apr2025 02:17:22.341] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_sapphire_chestplate Expected: 2488 Got: 2935
[20Apr2025 02:17:22.341] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_sapphire_leggings Expected: 2489 Got: 2936
[20Apr2025 02:17:22.341] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_sapphire_boots Expected: 2490 Got: 2937
[20Apr2025 02:17:22.341] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_silver_helmet Expected: 2491 Got: 2938
[20Apr2025 02:17:22.341] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_silver_chestplate Expected: 2492 Got: 2939
[20Apr2025 02:17:22.342] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_silver_leggings Expected: 2493 Got: 2940
[20Apr2025 02:17:22.342] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_silver_boots Expected: 2494 Got: 2941
[20Apr2025 02:17:22.342] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_electric_helmet Expected: 2495 Got: 2942
[20Apr2025 02:17:22.342] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_electric_chestplate Expected: 2496 Got: 2943
[20Apr2025 02:17:22.342] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_electric_leggings Expected: 2497 Got: 2944
[20Apr2025 02:17:22.342] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_electric_boots Expected: 2498 Got: 2945
[20Apr2025 02:17:22.343] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_amythest_helmet Expected: 2499 Got: 2946
[20Apr2025 02:17:22.343] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_amythest_chestplate Expected: 2500 Got: 2947
[20Apr2025 02:17:22.343] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_amythest_leggings Expected: 2501 Got: 2948
[20Apr2025 02:17:22.343] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_amythest_boots Expected: 2502 Got: 2949
[20Apr2025 02:17:22.343] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_copper_helmet Expected: 2503 Got: 2950
[20Apr2025 02:17:22.344] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_copper_chestplate Expected: 2504 Got: 2951
[20Apr2025 02:17:22.344] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_copper_leggings Expected: 2505 Got: 2952
[20Apr2025 02:17:22.344] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_copper_boots Expected: 2506 Got: 2953
[20Apr2025 02:17:22.344] [main/WARN] [net.minecraftforge.registries.ForgeRegistry/REGISTRIES]: Registry minecraft:item: Object did not get ID it asked for. Name: iceandfire:armor_black_helmet Expected: 2507 Got: 2954
